Description,emotion,movie_name,all_movie_names,movie_name_count,genres,mean_rating,median_rating,minimum_rating,maximum_rating,review_count,unique_review_count,genre_list,genre_count,genres_text,description_word_count,description_character_count,log_review_count,log_unique_review_count
"The life of a Russian physician and poet who, although married to another, falls in love with a political activist's wife and experiences hardship during World War I and then the October Revolution.",sadness,Doctor Zhivago,Doctor Zhivago,1,"['Drama', 'Romance', 'War']",5.214285714285714,5.5,2.0,9.0,14,14,"['Drama', 'Romance', 'War']",3,drama romance war,33,198,2.70805020110221,2.70805020110221
"In the English countryside, young Mary Viner has an opportunity to marry Arnold Furze, the hard-working but lonely owner of the oddly-named Doomsday Farm. He sacrifices a treasured stand of...                See full summary »",sadness,Doomsday,Doomsday,1,"['Action', 'Thriller', 'Science Fiction']",6.578947368421052,7.0,2.0,10.0,19,19,"['Action', 'Thriller', 'Science Fiction']",3,action thriller science_fiction,34,226,2.995732273553991,2.995732273553991
"Shy, timid banker Florian Amidon is assaulted, robbed, and knocked out while on vacation. When he wakes up he discovers that he's in the booming oil town of Bakerstown, has no memory of how...                See full summary »",sadness,Double Trouble,Double Trouble,1,"['Comedy', 'Music', 'Romance']",5.5,5.0,3.0,9.0,12,4,"['Comedy', 'Music', 'Romance']",3,comedy music romance,38,226,2.5649493574615367,1.6094379124341003
Siavash Roozbehan is a young man and he has lost his father after his mysterious suicide.His uncle is managing his father's wealth. He is in love with his cousin Mahtab whose father is his ...                See full summary »,sadness,Doubt,Doubt,1,"['Drama', 'Mystery']",5.785714285714286,6.0,2.0,9.0,14,14,"['Drama', 'Mystery']",2,drama mystery,39,226,2.70805020110221,2.70805020110221
A young man wins and loses the first serious love of his life. Al Connelly falls in love with the girl of his dreams. After the summer she breaks up with him. As he tries to recover Al goes to desperate measures.,sadness,Down to You,Down to You,1,"['Comedy', 'Drama', 'Family', 'Romance']",5.25,5.0,2.0,10.0,12,12,"['Comedy', 'Drama', 'Family', 'Romance']",4,comedy drama family romance,42,212,2.5649493574615367,2.5649493574615367
An accident puts the consciousness of an elderly dream researcher into the body of a bratty teenager. The problem? The kid prefers dreamworld limbo to real life.,sadness,Dream a Little Dream,Dream a Little Dream,1,"['Fantasy', 'Comedy', 'Science Fiction', 'Romance']",5.0,5.0,5.0,5.0,1,1,"['Fantasy', 'Comedy', 'Science Fiction', 'Romance']",4,fantasy comedy science_fiction romance,27,161,0.6931471805599453,0.6931471805599453
"Nicole and Chase used to be BFFs, then junior high happened. The high school centennial dance is coming but Nicole gets dumped. So does Chase. They stage a relationship to get at their exes. They visit each other's worlds. Love in the air?",sadness,Drive Me Crazy,Drive Me Crazy,1,"['Drama', 'Comedy', 'Romance', 'Family']",5.428571428571429,6.0,3.0,7.0,7,7,"['Drama', 'Comedy', 'Romance', 'Family']",4,drama comedy romance family,43,239,2.0794415416798357,2.0794415416798357
"A married woman realizes how unhappy her marriage really is, and that her life needs to go in a different direction. After a painful divorce, she takes off on a round-the-world journey to ""find herself"".",sadness,Eat Pray Love,Eat Pray Love,1,['Drama'],6.705882352941177,8.0,2.0,10.0,17,17,['Drama'],1,drama,35,203,2.8903717578961645,2.8903717578961645
"After getting dumped by his slutty girlfriend, Caleb falls in love with Gwen. However, thanks to Caleb's roommate, Gwen thinks he's gay and sets him up with her roommate, Marc.",sadness,Eating Out,Eating Out,1,['Comedy'],6.0,6.0,6.0,6.0,2,2,['Comedy'],1,comedy,30,176,1.0986122886681098,1.0986122886681098
The ups and downs of a relationship are shown throughout the course of two very different days and three equally different locations.,sadness,Echoes,Echoes,1,"['Drama', 'Horror', 'Thriller']",5.4,5.0,5.0,7.0,5,5,"['Drama', 'Horror', 'Thriller']",3,drama horror thriller,22,133,1.791759469228055,1.791759469228055
A successful chef falls for a married woman.,sadness,Eden,Eden,1,['Drama'],4.555555555555555,4.0,2.0,8.0,27,9,['Drama'],1,drama,8,44,3.332204510175204,2.302585092994046
The solitary life of an artificial man - who was incompletely constructed and has scissors for hands - is upended when he is taken in by a suburban family.,sadness,Edward Scissorhands,Edward Scissorhands,1,"['Fantasy', 'Drama', 'Romance']",7.5,10.0,2.0,10.0,22,22,"['Fantasy', 'Drama', 'Romance']",3,fantasy drama romance,29,155,3.1354942159291497,3.1354942159291497
Michael and Bruce are the joint owners of a computer software company which is the subject of a fierce takeover bid by a rival corporation.,sadness,Eloise,Eloise,1,"['Horror', 'Mystery', 'Thriller']",4.533333333333333,4.0,2.0,10.0,15,15,"['Horror', 'Mystery', 'Thriller']",3,horror mystery thriller,25,139,2.772588722239781,2.772588722239781
Emmanuelle and her architect husband continue their amoral lifestyle in the Seychelles. But when a casual dalliance between her and a film director starts to turn serious her husband shows very traditional signs of jealousy,sadness,Emmanuelle 3,Emmanuelle 3,1,['Drama'],6.5,6.5,6.0,7.0,2,2,['Drama'],1,drama,35,223,1.0986122886681098,1.0986122886681098
"A young maiden in a land called Andalasia, who is prepared to be wed, is sent away to New York City by an evil Queen, where she falls in love with a lawyer.",sadness,Enchanted,Enchanted,1,"['Comedy', 'Family', 'Fantasy', 'Romance']",6.444444444444445,8.0,2.0,10.0,18,18,"['Comedy', 'Family', 'Fantasy', 'Romance']",4,comedy family fantasy romance,33,156,2.9444389791664403,2.9444389791664403
The story of a privileged girl and a charismatic boy whose instant desire sparks a love affair made only more reckless by parents trying to keep them apart.,sadness,Endless Love,Endless Love,1,"['Romance', 'Drama']",7.384615384615385,10.0,3.0,10.0,26,13,"['Romance', 'Drama']",2,romance drama,28,156,3.295836866004329,2.6390573296152584
"When their relationship turns sour, a couple undergoes a medical procedure to have each other erased from their memories for ever.",sadness,Eternal Sunshine of the Spotless Mind,Eternal Sunshine of the Spotless Mind,1,"['Science Fiction', 'Drama', 'Romance']",4.0,4.0,4.0,4.0,1,1,"['Science Fiction', 'Drama', 'Romance']",3,science_fiction drama romance,21,130,0.6931471805599453,0.6931471805599453
"When Florette, a popular actress, and her friend Edith become rivals for the love of Walter Stanley, a leading man, Florette sacrifices her feelings for the other girl. Three years later, ...                See full summary »",sadness,Evidence,Evidence,1,"['Horror', 'Thriller', 'Mystery']",6.086956521739131,7.0,2.0,9.0,69,23,"['Horror', 'Thriller', 'Mystery']",3,horror thriller mystery,36,225,4.248495242049359,3.1780538303479458
"Featuring an award winning central performance by Chen Shiang-Chyi, the film focuses on a Taiwanese woman struggling with middle age and early-onset menopause, balancing her repressed desire against conforming to social expectations.",sadness,Exit,Exit,1,"['Drama', 'Mystery', 'Thriller']",10.0,10.0,10.0,10.0,3,1,"['Drama', 'Mystery', 'Thriller']",3,drama mystery thriller,32,233,1.3862943611198906,0.6931471805599453
"Young Maria lives her upper class life in the shadow of her husband Carl, and gets pregnant. She doubts her value as a wife, and is drawn to a couple of other less respectable men., which leads to a crisis.",sadness,Exit,Exit,1,"['Drama', 'Mystery', 'Thriller']",10.0,10.0,10.0,10.0,3,1,"['Drama', 'Mystery', 'Thriller']",3,drama mystery thriller,40,206,1.3862943611198906,0.6931471805599453
"A magazine reporter exposes a crooked District Attorney, resulting in his trial. Complications ensue, however, when the man is acquitted.",sadness,Exposed,Exposed,1,"['Drama', 'Music']",6.5,7.0,2.0,10.0,54,18,"['Drama', 'Music']",2,drama music,20,137,4.007333185232471,2.9444389791664403
"A young girl finds herself in a reform school after therapy since she was blamed for the death of a young boy. At the school she finds herself drawn to a fellow student, unaware that he is an angel, and has loved her for thousands of years.",sadness,Fallen,Fallen,1,"['Thriller', 'Fantasy', 'Crime', 'Drama']",7.444444444444445,8.0,3.0,10.0,72,18,"['Thriller', 'Fantasy', 'Crime', 'Drama']",4,thriller fantasy crime drama,47,240,4.290459441148391,2.9444389791664403
A young man becomes suspicious when his recently widowed mother decides to re-marry soon after his stepfather's death.,sadness,Fascination,Fascination,1,"['Foreign', 'Horror', 'Drama']",6.181818181818182,8.0,1.0,10.0,22,22,"['Foreign', 'Horror', 'Drama']",3,foreign horror drama,18,118,3.1354942159291497,3.1354942159291497
"A computer-scientist/novelist reunites with his childhood friend, hacks into government databases, and faces the dire and fateful consequences of the mystical actions he obtained as a child.",sadness,Fateful Findings,Fateful Findings,1,"['Drama', 'Fantasy', 'Thriller']",7.714285714285714,10.0,2.0,10.0,21,21,"['Drama', 'Fantasy', 'Thriller']",3,drama fantasy thriller,27,190,3.091042453358316,3.091042453358316
"George Banks must deal not only with his daughter's pregnancy, but also with his wife's.",sadness,Father of the Bride Part II,Father of the Bride Part II,1,['Comedy'],8.444444444444445,9.5,4.0,10.0,18,18,['Comedy'],1,comedy,15,88,2.9444389791664403,2.9444389791664403
"Several intertwined stories about couples of different ages and their relation to sex. A middle-aged woman discovers S&M, a police man suddenly gets a penis complex, a high school girl can not get the guy she wants.",sadness,Festival,Festival,1,"['Music', 'Documentary']",4.5,4.5,2.0,7.0,2,2,"['Music', 'Documentary']",2,music documentary,37,215,1.0986122886681098,1.0986122886681098
"In pre-revolutionary Russia, a Jewish peasant with traditional values contends with marrying off three of his daughters with modern romantic ideals while growing anti-Semitic sentiment threatens his village.",sadness,Fiddler on the Roof,Fiddler on the Roof,1,"['Drama', 'Romance']",5.090909090909091,5.0,2.0,8.0,11,11,"['Drama', 'Romance']",2,drama romance,28,207,2.4849066497880004,2.4849066497880004
A man embarks on a road trip to find his lost love.,sadness,Finding Fanny,Finding Fanny,1,"['Romance', 'Comedy', 'Drama']",4.0,3.5,3.0,6.0,4,4,"['Romance', 'Comedy', 'Drama']",3,romance comedy drama,12,51,1.6094379124341003,1.6094379124341003
"A young woman from a Catholic school and a young man from a nearby prison camp fall in love and must run away together to escape the law, the church and their parents.",sadness,Fire with Fire,Fire with Fire,1,"['Action', 'Crime', 'Drama', 'Thriller']",5.2727272727272725,5.0,2.0,10.0,44,22,"['Action', 'Crime', 'Drama', 'Thriller']",4,action crime drama thriller,33,167,3.8066624897703196,3.1354942159291497
"Lancelot falls in love with Guinevere, who is due to be married to King Arthur. Meanwhile, a violent warlord tries to seize power from Arthur and his Knights of the Round Table.",sadness,First Knight,First Knight,1,"['Action', 'Adventure', 'Drama', 'Romance']",6.647058823529412,7.0,2.0,10.0,17,17,"['Action', 'Adventure', 'Drama', 'Romance']",4,action adventure drama romance,32,177,2.8903717578961645,2.8903717578961645
A widowed professor gets the summer on a Greek island to finish his database on ancient love spells. He brings his daughter. She tries to find a woman or mermaid for her socially awkward dad.,sadness,Fishtales,Fishtales,1,"['Fantasy', 'Drama', 'Comedy', 'Science Fiction', 'Romance', 'Family', 'Foreign']",4.25,3.0,2.0,9.0,8,8,"['Fantasy', 'Drama', 'Comedy', 'Science Fiction', 'Romance', 'Family', 'Foreign']",7,fantasy drama comedy science_fiction romance family foreign,35,191,2.1972245773362196,2.1972245773362196
"A former Civil War soldier returns to take revenge from a Yaqui chief who killed his wife in the marriage night. Death plays with both men, plus gun-runners and gold-runners, as her emissaries on Earth, to do a large harvest of souls.",sadness,Five Bloody Graves,Five Bloody Graves,1,"['Western', 'Thriller']",4.0,5.0,2.0,6.0,5,5,"['Western', 'Thriller']",2,western thriller,42,234,1.791759469228055,1.791759469228055
Two prisoners chained together flee during an escape attempt gone bad.,sadness,Fled,Fled,1,"['Action', 'Comedy', 'Thriller']",5.333333333333333,5.0,3.0,9.0,12,12,"['Action', 'Comedy', 'Thriller']",3,action comedy thriller,11,70,2.5649493574615367,2.5649493574615367
"A city teenager moves to a small town where rock music and dancing have been banned, and his rebellious spirit shakes up the populace.",sadness,Footloose,Footloose,1,"['Drama', 'Family', 'Music', 'Romance']",5.636363636363637,4.0,3.0,10.0,22,11,"['Drama', 'Family', 'Music', 'Romance']",4,drama family music romance,24,134,3.1354942159291497,2.4849066497880004
"City teenager Ren MacCormack moves to a small town where rock music and dancing have been banned, and his rebellious spirit shakes up the populace.",sadness,Footloose,Footloose,1,"['Drama', 'Family', 'Music', 'Romance']",5.636363636363637,4.0,3.0,10.0,22,11,"['Drama', 'Family', 'Music', 'Romance']",4,drama family music romance,25,147,3.1354942159291497,2.4849066497880004
A soon-to-be-married man encounters an exciting stranger after his plane suffers an accident on takeoff.,sadness,Forces of Nature,Forces of Nature,1,"['Romance', 'Comedy']",7.3076923076923075,7.0,2.0,10.0,13,13,"['Romance', 'Comedy']",2,romance comedy,15,104,2.6390573296152584,2.6390573296152584
Two lovers from decades ago find themselves reincarnated in the modern world.,sadness,Forever,Forever,1,['Documentary'],5.7272727272727275,7.0,2.0,9.0,33,11,['Documentary'],1,documentary,12,77,3.5263605246161616,2.4849066497880004
"When Hannah's fiancee dies during a violent crime, she chooses to take custody of his child and run his bar. Clearly over her head, she accepts the help of Mike, a friend of her fiancee who has his own reasons for wanting to help.",sadness,Forever,Forever,1,['Documentary'],5.7272727272727275,7.0,2.0,9.0,33,11,['Documentary'],1,documentary,44,230,3.5263605246161616,2.4849066497880004
"Devastated Peter takes a Hawaiian vacation in order to deal with the recent break-up with his TV star girlfriend, Sarah. Little does he know, Sarah's traveling to the same resort as her ex - and she's bringing along her new boyfriend.",sadness,Forgetting Sarah Marshall,Forgetting Sarah Marshall,1,"['Comedy', 'Romance', 'Drama']",7.625,8.0,2.0,10.0,16,16,"['Comedy', 'Romance', 'Drama']",3,comedy romance drama,41,234,2.833213344056216,2.833213344056216
A couple struggles to visit all four of their divorced parents on Christmas.,sadness,Four Christmases,Four Christmases,1,"['Comedy', 'Romance', 'Drama']",4.823529411764706,5.0,2.0,9.0,17,17,"['Comedy', 'Romance', 'Drama']",3,comedy romance drama,13,76,2.8903717578961645,2.8903717578961645
"A psychosexual noir love story, set in Las Vegas and Paris, about love, obsession, sex, betrayal, revenge and, ultimately, the search for redemption.",sadness,Frank & Lola,Frank & Lola,1,"['Drama', 'Mystery', 'Romance']",4.0,4.0,4.0,4.0,1,1,"['Drama', 'Mystery', 'Romance']",3,drama mystery romance,23,149,0.6931471805599453,0.6931471805599453
"An overworked mother and her daughter do not get along. When they switch bodies, each is forced to adapt to the other's life for one freaky Friday.",sadness,Freaky Friday,Freaky Friday,1,"['Fantasy', 'Comedy', 'Family']",7.176470588235294,8.0,4.0,10.0,51,17,"['Fantasy', 'Comedy', 'Family']",3,fantasy comedy family,27,147,3.9512437185814275,2.8903717578961645
A soon-to-be-father policeman falls for a gay fellow officer and his life starts falling apart.,sadness,Free Fall,Free Fall,1,"['Drama', 'Romance']",4.545454545454546,4.0,3.0,6.0,22,11,"['Drama', 'Romance']",2,drama romance,15,95,3.1354942159291497,2.4849066497880004
"A Cincinnati college student breaks off his engagement to his wealthy fiancée after he falls in love with a backwoods Kentucky girl he meets at a party. She claims to be 20 years old, but ...                See full summary »",sadness,Fresh Horses,Fresh Horses,1,"['Drama', 'Romance']",6.75,7.0,2.0,9.0,12,12,"['Drama', 'Romance']",2,drama romance,40,225,2.5649493574615367,2.5649493574615367
"A young man and woman decide to take their friendship to the next level without becoming a couple, but soon discover that adding sex only leads to complications.",sadness,Friends with Benefits,Friends with Benefits,1,"['Romance', 'Comedy']",5.733333333333333,7.0,2.0,10.0,15,15,"['Romance', 'Comedy']",2,romance comedy,28,161,2.772588722239781,2.772588722239781
"After she quits her lucrative job, Olivia finds herself unsure about her future and her relationships with her successful and wealthy friends.",sadness,Friends with Money,Friends with Money,1,"['Comedy', 'Drama', 'Romance']",6.473684210526316,7.0,2.0,9.0,19,19,"['Comedy', 'Drama', 'Romance']",3,comedy drama romance,22,142,2.995732273553991,2.995732273553991
"A Latina spin on Jane Austen's ""Sense and Sensibility"": two spoiled sisters who have been left penniless after their father's sudden death are forced to move in with their estranged aunt in East Los Angeles.",sadness,From Prada to Nada,From Prada to Nada,1,"['Comedy', 'Drama', 'Romance']",5.818181818181818,6.0,3.0,9.0,11,11,"['Comedy', 'Drama', 'Romance']",3,comedy drama romance,35,207,2.4849066497880004,2.4849066497880004
"Simran, who relocates to Seoul, is distraught when Daya, a gangster, re-enters her life. She has to make a choice between him and her lover Akash, who is a singer at an Indian restaurant.",sadness,Gangster,Gangster,1,"['Romance', 'Crime', 'Drama']",4.666666666666667,4.5,1.0,9.0,6,6,"['Romance', 'Crime', 'Drama']",3,romance crime drama,34,187,1.9459101490553132,1.9459101490553132
A quietly troubled young man returns home for his mother's funeral after being estranged from his family for a decade.,sadness,Garden State,Garden State,1,"['Comedy', 'Drama', 'Romance']",6.0,8.0,2.0,9.0,5,5,"['Comedy', 'Drama', 'Romance']",3,comedy drama romance,20,118,1.791759469228055,1.791759469228055
A high school senior's girlfriend breaks up with him. His friends try to make him think of something else. His friend's sister Kelly helps him with the school musical. Spending time with Kelly has an effect.,sadness,Get Over It,Get Over It,1,"['Comedy', 'Romance']",5.833333333333333,6.0,3.0,9.0,12,12,"['Comedy', 'Romance']",2,comedy romance,36,207,2.5649493574615367,2.5649493574615367
"An expecting mother finds it difficult to see humor in her husband, who is unable to land a job.",sadness,Get a Job,Get a Job,1,['Comedy'],5.15,5.0,2.0,10.0,20,20,['Comedy'],1,comedy,19,96,3.044522437723423,3.044522437723423
"Bertram Pincus is a man whose people skills leave much to be desired. When Pincus dies unexpectedly, but is miraculously revived after seven minutes, he wakes up to discover that he now has the annoying ability to see ghosts.",sadness,Ghost Town,Ghost Town,1,"['Comedy', 'Fantasy', 'Romance']",5.222222222222222,5.0,2.0,9.0,9,9,"['Comedy', 'Fantasy', 'Romance']",3,comedy fantasy romance,39,225,2.302585092994046,2.302585092994046
"Elderly Scott kills himself after a heart attack wrecks his body, but then comes back as a ghost and convinces his loving young hot wife Katie to pick and kill a young man in order for Scott to possess his body and be with her again.",sadness,Ghosts Can't Do It,Ghosts Can't Do It,1,"['Fantasy', 'Action', 'Comedy', 'Science Fiction', 'Romance']",2.1,1.0,1.0,10.0,10,10,"['Fantasy', 'Action', 'Comedy', 'Science Fiction', 'Romance']",5,fantasy action comedy science_fiction romance,46,233,2.3978952727983707,2.3978952727983707
"While attending his brother's wedding, a serial womanizer is haunted by the ghosts of his past girlfriends.",sadness,Ghosts of Girlfriends Past,Ghosts of Girlfriends Past,1,"['Fantasy', 'Comedy', 'Romance']",6.142857142857143,6.0,2.0,10.0,21,21,"['Fantasy', 'Comedy', 'Romance']",3,fantasy comedy romance,17,107,3.091042453358316,3.091042453358316
"A mattress salesman's plan to adopt a Chinese baby is augmented by the arrival of a young woman who comes to his workplace, falls asleep on one of the beds, and upon waking starts to affect his life.",sadness,Gigantic,Gigantic,1,"['Comedy', 'Romance']",6.111111111111111,6.0,4.0,9.0,9,9,"['Comedy', 'Romance']",2,comedy romance,38,199,2.302585092994046,2.302585092994046
"A story set in Santiago and centered on Gloria, a free-spirited older woman, and the realities of her whirlwind relationship with a former naval officer whom she meets out in the clubs.",sadness,Gloria,Gloria,1,"['Drama', 'Action', 'Thriller', 'Crime']",4.0,4.0,4.0,4.0,3,1,"['Drama', 'Action', 'Thriller', 'Crime']",4,drama action thriller crime,32,185,1.3862943611198906,0.6931471805599453
"When 80-year-old Max Sabatini dies, he leaves his three prized orangutans in the care of his only son, Foster. To inherit his father's $5-million fortune, Foster must take care of the apes for the next five years.",sadness,Going Ape!,Going Ape!,1,['Comedy'],8.0,8.0,7.0,9.0,4,4,['Comedy'],1,comedy,37,213,1.6094379124341003,1.6094379124341003
"What would you do if everything you knew and loved just disappeared from your memories? Scott Bainer (Drew Kochera) used to live a great life, until a group of people broke into his house ...                See full summary »",sadness,Gone,Gone,1,"['Drama', 'Thriller']",6.391304347826087,7.0,2.0,10.0,46,23,"['Drama', 'Thriller']",2,drama thriller,39,225,3.8501476017100584,3.1780538303479458
"A narcissistic, self-centered weatherman finds himself in a time loop on Groundhog Day, and the day keeps repeating until he gets it right.",sadness,Groundhog Day,Groundhog Day,1,"['Romance', 'Fantasy', 'Drama', 'Comedy']",8.058823529411764,9.0,2.0,10.0,17,17,"['Romance', 'Fantasy', 'Drama', 'Comedy']",4,romance fantasy drama comedy,23,139,2.8903717578961645,2.8903717578961645
A doctor washes ashore on an island inhabited by little people.,sadness,Gulliver's Travels,Gulliver's Travels,1,"['Action', 'Adventure', 'Animation', 'Family']",3.7083333333333335,3.5,1.0,9.0,96,24,"['Action', 'Adventure', 'Animation', 'Family']",4,action adventure animation family,11,63,4.574710978503383,3.2188758248682006
An American widow finds unexpected love with a man living wild on Hampstead Heath when they take on the developers who want to destroy his home.,sadness,Hampstead,Hampstead,1,"['Romance', 'Comedy']",4.0,4.0,4.0,4.0,1,1,"['Romance', 'Comedy']",2,romance comedy,26,144,0.6931471805599453,0.6931471805599453
"A nocturnal taxi ride with an abandoned wife and a young taxi driver, an expert in acute love disasters. Encounters with a lost dog whose owners a retired old couple are never up to much. A...                See full summary »",sadness,Happy New Year,Happy New Year,1,"['Comedy', 'Crime', 'Romance']",8.7,10.0,3.0,10.0,60,20,"['Comedy', 'Crime', 'Romance']",3,comedy crime romance,40,226,4.110873864173311,3.044522437723423
Nick and Charlie (Peter Falk and Charles Durning) are two crooks that rob Harry Winston's jewelry store. Nick portrays a rich elderly brother and sister by using prosthetics and make-up to con the manager.,sadness,Happy New Year,Happy New Year,1,"['Comedy', 'Crime', 'Romance']",8.7,10.0,3.0,10.0,60,20,"['Comedy', 'Crime', 'Romance']",3,comedy crime romance,34,205,4.110873864173311,3.044522437723423
"A young man, Aditya Singh (Adhyayan), who fell deeply in love with a beautiful girl (Ariana). Soon he had a severe heart-attack, and when consulted with his doctor-friend (Shekhar Suman), ...                See full summary »",sadness,Heartless,Heartless,1,"['Drama', 'Horror', 'Thriller']",5.9,5.0,3.0,9.0,10,10,"['Drama', 'Horror', 'Thriller']",3,drama horror thriller,35,225,2.3978952727983707,2.3978952727983707
"After a traumatic event reunites them, two former lovers are forced to examine their relationship and confront their past.",sadness,Heatstroke,Heatstroke,1,['Thriller'],4.8,4.0,1.0,10.0,10,10,['Thriller'],1,thriller,19,122,2.3978952727983707,2.3978952727983707
"A group of tough city kids have 'graduated' from reform school and are assigned to a ""Boy's Town"" type of inmate self-government city shelter. The shelter is run by Hiram Krispan (Grant ...                See full summary »",sadness,Hell's Kitchen,Hell's Kitchen,1,"['Crime', 'Drama']",7.166666666666667,7.0,4.0,9.0,12,12,"['Crime', 'Drama']",2,crime drama,37,223,2.5649493574615367,2.5649493574615367
A police officer receives a heart transplant from a murdered man whose ghost then follows him around insisting that he solve and avenge his murder.,sadness,Hello Brother,Hello Brother,1,"['Comedy', 'Foreign', 'Romance']",6.0,4.0,4.0,10.0,3,3,"['Comedy', 'Foreign', 'Romance']",3,comedy foreign romance,25,147,1.3862943611198906,1.3862943611198906
"In a near future, a lonely writer develops an unlikely relationship with an operating system designed to meet his every need.",sadness,Her,Her,1,"['Romance', 'Science Fiction', 'Drama']",8.416666666666666,9.0,3.0,10.0,12,12,"['Romance', 'Science Fiction', 'Drama']",3,romance science_fiction drama,21,125,2.5649493574615367,2.5649493574615367
The living Volkswagen Beetle helps an old lady protect her home from a corrupt developer.,sadness,Herbie Rides Again,Herbie Rides Again,1,"['Romance', 'Comedy', 'Family', 'Fantasy']",6.125,6.0,5.0,9.0,8,8,"['Romance', 'Comedy', 'Family', 'Fantasy']",4,romance comedy family fantasy,15,89,2.1972245773362196,2.1972245773362196
"A drama centered on three people - a blue-collar American, a French journalist and a London school boy - who are touched by death in different ways.",sadness,Hereafter,Hereafter,1,"['Drama', 'Fantasy']",6.894736842105263,8.0,2.0,10.0,19,19,"['Drama', 'Fantasy']",2,drama fantasy,27,148,2.995732273553991,2.995732273553991
"A boy and a girl find themselves stuck in a whirlpool of such intense love that they would do anything, go to any extent and face all odds for the one they love.",sadness,Hero,Hero,1,"['Drama', 'Comedy', 'Thriller', 'Mystery']",4.5,3.5,1.0,10.0,60,20,"['Drama', 'Comedy', 'Thriller', 'Mystery']",4,drama comedy thriller mystery,33,161,4.110873864173311,3.044522437723423
Two young people find love despite the violent landscape in which they live.,sadness,Heropanti,Heropanti,1,"['Romance', 'Action']",5.545454545454546,5.0,4.0,9.0,11,11,"['Romance', 'Action']",2,romance action,13,76,2.4849066497880004,2.4849066497880004
A homeless family lays claim to an abandoned house only to discover gangsters use it as a safe house after committing robberies.,sadness,Hideaway,Hideaway,1,"['Drama', 'Thriller']",5.166666666666667,5.5,4.0,6.0,6,6,"['Drama', 'Thriller']",2,drama thriller,22,128,1.9459101490553132,1.9459101490553132
"Rob, a record store owner and compulsive list maker, recounts his top five breakups, including the one in progress.",sadness,High Fidelity,High Fidelity,1,"['Comedy', 'Drama', 'Romance', 'Music']",7.666666666666667,8.0,3.0,9.0,9,9,"['Comedy', 'Drama', 'Romance', 'Music']",4,comedy drama romance music,19,115,2.302585092994046,2.302585092994046
"Disappointed that all his friends are married and happy, Ricky goes on the dating site and soon starts dating Danita, who seems to be way out of his league. However, everything comes at a price, he soon realizes.",sadness,Hit by Lightning,Hit by Lightning,1,"['Romance', 'Comedy', 'Crime']",4.25,4.5,3.0,5.0,4,4,"['Romance', 'Comedy', 'Crime']",3,romance comedy crime,38,212,1.6094379124341003,1.6094379124341003
A smooth-talking man falls for a hardened columnist while helping a shy accountant woo a beautiful heiress.,sadness,Hitch,Hitch,1,"['Comedy', 'Drama', 'Romance']",8.181818181818182,10.0,3.0,10.0,11,11,"['Comedy', 'Drama', 'Romance']",3,comedy drama romance,17,107,2.4849066497880004,2.4849066497880004
A fishergirl learns she is a duke's lost daughter but returns to her humble family.,sadness,Home,Home,1,['Documentary'],3.0,3.0,3.0,3.0,5,1,['Documentary'],1,documentary,15,83,1.791759469228055,0.6931471805599453
A romance set in 21st century Israel between two young Israelis trying to cope with the pressures of love and commitment in a reality that's aggressive hostile and isolating.,sadness,Home,Home,1,['Documentary'],3.0,3.0,3.0,3.0,5,1,['Documentary'],1,documentary,29,174,1.791759469228055,0.6931471805599453
"Lou mostly keeps to herself, grandmother Frida grieves for her husband's death, Tom isn't good at anything, and Henrik always finds the right book in his second-hand bookshop.",sadness,Home,Home,1,['Documentary'],3.0,3.0,3.0,3.0,5,1,['Documentary'],1,documentary,28,175,1.791759469228055,0.6931471805599453
"She watches him through the window as he loads the final pieces of furniture into the truck. They are counting down the last hours in their home. Their seven-month-old baby is asleep, ...                See full summary »",sadness,Home,Home,1,['Documentary'],3.0,3.0,3.0,3.0,5,1,['Documentary'],1,documentary,37,221,1.791759469228055,0.6931471805599453
"At the end of WW2, aboard a repatriation ship, an Army doctor reminisces about his war years while being interviewed by a reporter.",sadness,Homecoming,Homecoming,1,"['Horror', 'Thriller']",4.0,4.0,4.0,4.0,4,2,"['Horror', 'Thriller']",2,horror thriller,23,131,1.6094379124341003,1.0986122886681098
"Following World War I, after a long imprisonment, two German prisoner-of-war soldiers escape from a Siberian lead-mine. Karl manages to reach Germany before Richard, and is sheltered by ...                See full summary »",sadness,Homecoming,Homecoming,1,"['Horror', 'Thriller']",4.0,4.0,4.0,4.0,4,2,"['Horror', 'Thriller']",2,horror thriller,33,223,1.6094379124341003,1.0986122886681098
"When adventurous pets Chance, Shadow, and Sassy are accidentally separated from their vacationing humans, they're left to fend for themselves on the mean streets of San Francisco, searching for the ""golden bridge"" that will take them home.",sadness,Homeward Bound II: Lost in San Francisco,Homeward Bound II: Lost in San Francisco,1,"['Adventure', 'Comedy', 'Drama', 'Family']",6.222222222222222,6.0,4.0,9.0,9,9,"['Adventure', 'Comedy', 'Drama', 'Family']",4,adventure comedy drama family,37,239,2.302585092994046,2.302585092994046
"Honey is a sexy, tough music video choreographer who shakes up her life after her mentor gives her an ultimatum: sleep with him or be blacklisted within their industry.",sadness,Honey,Honey,1,"['Romance', 'Music', 'Family']",6.333333333333333,7.0,2.0,10.0,30,15,"['Romance', 'Music', 'Family']",3,romance music family,29,168,3.4339872044851463,2.772588722239781
